Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,Residential_Status,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Loan_Type,Co-Applicant,Bank_Account_History,Transaction_Frequency,Default_Risk,Loan_Approval_Status
1,24,1,2,0,1,1,1,37420,3847,319,2,48430,14193,0,11489,93,3,6.29,0,0,4,7,0.75,0
1,39,1,3,1,0,2,0,80758,3021,822,2,7380,13539,0,22233,141,1,9.94,1,1,6,18,0.4,1
0,34,1,2,0,1,0,1,52205,568,806,2,45963,7742,0,20000,65,1,7.77,0,1,5,9,0.54,1
1,33,2,3,2,0,2,1,141093,2107,799,1,11578,7445,0,28001,162,3,10.94,0,0,1,12,0.6,1
0,45,1,1,1,0,2,1,86390,4286,719,1,31180,7422,0,22504,26,3,8.72,1,0,2,22,0.21,1
1,43,1,3,0,1,0,2,101116,4026,827,1,29279,22257,0,26489,223,1,12.31,1,1,1,13,0.59,1
0,49,2,3,1,1,0,1,88457,2465,816,1,14882,11298,0,21933,55,3,8.04,0,0,8,22,0.65,0
1,36,2,1,1,0,0,1,100629,836,724,1,41361,17183,0,26556,145,3,4.48,1,1,7,25,0.09,0
1,37,1,1,2,2,2,1,97918,1913,720,0,15299,23678,0,25470,17,2,13.82,1,0,7,10,0.66,1
1,63,1,1,1,0,0,1,22698,651,553,1,7872,24441,0,7493,73,1,12.07,1,1,7,17,0.61,0
1,50,2,2,0,0,0,1,30796,1253,446,2,2141,15653,0,7313,143,3,13.51,1,1,4,25,0.93,0
1,26,1,2,1,1,2,2,54966,654,774,2,16065,6823,1,20000,67,1,10.6,0,0,1,25,0.86,1
0,44,0,2,1,2,0,1,130908,1021,812,1,37508,4996,0,34568,131,3,4.34,0,0,5,24,0.91,1
0,62,1,3,0,1,0,2,28904,1468,370,1,34802,2266,0,5135,178,0,10.76,1,1,5,22,0.85,0
0,46,2,3,2,2,1,0,93531,3690,728,1,14548,15879,1,25235,91,2,4.94,0,1,1,9,0.75,1
0,52,2,1,0,0,3,2,65845,1707,311,2,14365,4348,0,7251,171,2,11.59,1,0,2,9,0.21,0
1,27,2,3,1,0,0,1,147435,1595,811,0,20518,20230,0,32296,96,1,13.94,1,1,6,17,0.62,1
1,33,1,3,0,2,3,1,129903,4904,701,2,26880,22345,0,27643,25,1,14.26,1,0,4,6,0.61,0
1,43,2,1,0,2,3,1,62981,725,846,1,46295,15982,0,20000,107,3,11.55,1,1,1,21,0.25,1
0,38,2,1,2,2,3,2,48191,3593,499,2,43522,18979,0,9870,29,3,9.68,1,0,4,16,0.67,0
1,43,2,1,0,2,3,0,71590,3166,823,1,25584,9091,1,20874,144,1,9.06,1,1,6,23,0.46,1
1,25,1,2,0,0,1,1,56719,2386,779,0,6109,7794,0,20000,115,1,13.1,0,1,3,18,0.2,1
0,45,2,0,0,1,2,1,85367,828,845,0,40270,15480,0,24368,182,2,4.63,1,1,6,12,0.78,1
0,64,1,0,0,1,0,1,62219,1596,499,1,762,13577,0,9126,204,1,14.01,1,0,6,10,0.14,1
1,22,2,1,0,1,1,1,63144,2476,482,1,15592,15712,0,24982,172,3,5.06,0,1,0,15,0.44,1
1,60,2,0,1,0,0,1,24183,4718,384,1,21049,5164,1,6744,163,3,9.33,1,1,9,19,0.67,1
0,20,0,2,1,1,2,1,40269,2036,361,2,44891,7582,0,5828,104,0,12.93,1,0,2,11,0.27,0
0,49,2,2,0,0,3,1,105620,2497,715,2,21011,13742,0,29249,14,1,12.8,1,0,8,23,0.75,1
0,36,1,3,0,0,0,2,110768,2671,737,0,24627,21026,0,31477,118,0,14.79,1,0,7,20,0.7,1
1,28,1,1,1,2,0,1,95135,959,714,1,11119,25915,0,21898,15,1,9.04,0,0,6,20,0.7,1
1,62,1,2,1,0,1,1,36180,993,412,2,16586,86,1,12351,128,1,8.6,0,0,7,11,0.48,0
1,38,1,1,0,2,0,1,35069,2425,534,2,18845,24338,0,9883,181,0,4.05,1,1,1,16,0.94,0
0,47,0,2,0,0,3,2,94435,2239,774,1,11226,6940,0,27439,163,1,6.73,0,1,7,6,0.35,1
0,26,2,0,0,0,0,1,68814,4058,781,0,25601,24943,0,20136,81,2,7.16,0,1,4,8,0.47,1
1,64,0,3,1,1,3,1,48256,1172,427,0,38730,22405,1,17340,148,1,13.41,0,0,5,7,0.83,0
0,29,1,0,2,0,2,2,130193,3388,746,1,37909,8213,0,29837,156,1,14.27,0,0,8,15,0.71,1
1,27,2,0,1,0,0,2,114003,2944,734,1,10150,20676,0,22423,45,1,14.44,0,1,0,25,0.89,1
1,33,2,3,2,0,3,1,52507,4432,846,2,17548,3852,0,20000,146,0,14.82,0,1,6,21,0.03,1
0,48,1,0,0,2,0,2,111688,3897,738,2,4254,1645,0,30355,166,0,7.11,1,0,5,24,0.36,1
0,33,1,1,1,0,1,2,128769,3636,833,0,21810,18905,0,27042,127,0,13.05,0,1,4,9,0.58,1
1,44,1,2,0,0,3,0,66106,2912,762,0,24624,22053,0,20000,132,1,9.62,1,1,6,15,0.34,1
1,58,1,3,2,0,3,1,23985,2848,457,0,39105,15835,1,9475,163,1,10.02,1,1,3,10,0.9,0
1,28,2,0,1,1,1,1,98127,3304,825,1,24716,23416,0,21221,207,1,12.83,1,1,4,6,0.75,1
0,28,1,2,1,1,3,1,54806,608,711,0,46624,17020,1,20000,19,0,13.36,0,1,4,8,0.15,1
1,51,1,0,1,2,3,1,24722,1682,495,0,594,26715,0,7636,126,3,9.08,0,1,8,29,0.31,0
0,39,2,1,1,0,1,1,52485,1845,723,0,20335,16190,0,20000,33,1,10.58,1,1,9,21,0.19,1
0,39,1,0,2,1,2,2,81274,2299,816,2,31617,12553,1,21647,45,3,11.88,1,0,6,8,0.29,1
1,34,2,1,0,0,2,1,27398,3341,549,2,39473,4617,0,8829,149,1,6.9,1,0,4,26,0.02,0
1,34,1,3,2,1,3,2,96348,2724,818,2,850,17332,0,23703,115,1,13.39,1,0,1,21,0.93,1
0,47,2,2,2,0,3,1,47832,1062,512,1,16332,4499,1,14685,17,0,6.45,1,1,6,7,0.8,0
0,28,2,0,2,1,0,2,145887,4759,728,0,48989,21477,0,29492,109,3,10.36,1,1,9,20,0.16,1
1,37,1,3,2,0,3,1,113482,4936,818,1,29737,9069,0,34007,185,0,5.4,1,1,7,10,0.95,1
1,30,1,1,0,0,3,1,100169,4911,728,2,46007,16619,1,20148,108,1,12.52,0,1,9,5,0.61,0
1,44,2,2,1,2,2,1,93945,2731,730,1,47739,15137,0,25209,25,1,11.46,0,0,9,23,0.4,1
0,33,2,1,0,0,2,1,42270,1324,430,2,48650,2392,1,16076,208,3,6.27,0,0,8,23,0.04,0
0,44,2,0,0,1,3,1,74747,2284,763,1,31879,17249,1,22266,222,3,11.81,1,1,8,12,0.18,1
1,19,1,1,0,0,1,1,29119,1583,551,2,39887,26317,0,6617,45,3,4.54,1,1,0,14,0.57,0
0,33,2,0,2,0,2,0,65743,3023,473,2,17436,7454,0,20401,38,1,6.55,1,0,5,20,0.08,0
0,27,1,3,1,0,1,1,56048,1646,765,1,2195,18756,1,20000,197,0,11.19,0,0,2,11,0.11,1
1,36,1,3,1,0,1,0,22723,2084,316,0,11087,1432,0,7260,160,1,9.93,1,0,5,17,0.62,0
0,31,1,3,0,0,3,2,126377,1899,842,1,18668,16253,0,28352,226,1,7.69,1,1,0,28,0.82,1
0,28,2,1,2,1,2,1,88858,4323,723,0,23505,6712,0,26552,60,1,9.78,0,0,2,14,0.51,1
1,49,2,1,1,0,3,1,34025,4052,508,1,10867,3722,0,13071,91,1,5.41,1,1,3,24,0.48,0
1,39,2,1,1,2,2,1,82931,2260,722,0,768,13881,1,23050,211,0,8.18,1,1,5,13,0.25,1
1,27,1,1,1,1,0,1,115100,785,818,2,11357,13673,0,21044,182,1,10.42,0,0,2,10,0.38,1
0,45,1,2,1,0,0,1,114248,1524,840,2,15792,21314,1,26894,179,0,4.81,0,1,0,11,0.16,0
0,28,2,0,1,0,0,2,52864,1052,771,2,1151,3462,0,20000,81,3,11.4,0,0,5,15,0.15,1
0,25,2,1,1,0,2,1,109997,2657,757,1,39120,26744,0,24562,35,1,13.36,1,1,9,8,0.96,1
1,30,2,3,1,0,0,1,108294,2054,846,1,29740,6850,0,27676,186,1,14.37,1,1,1,14,0.45,1
1,45,0,3,0,2,0,1,132867,2958,728,0,21925,8364,0,31237,231,2,10.63,1,0,7,14,0.16,1
0,47,2,0,2,0,1,2,88989,2374,713,0,32876,4290,0,23288,130,0,12.55,0,1,9,16,0.99,1
0,48,1,2,1,1,0,1,54402,4597,747,2,44281,24463,0,20000,82,1,12.36,1,0,8,16,0.23,1
0,27,1,3,1,1,3,1,144616,4548,747,0,37868,16802,0,27541,115,3,7.49,1,1,1,25,0.47,1
0,44,1,1,1,0,3,1,112829,3327,823,1,9482,2302,0,24173,192,3,11.88,1,0,5,21,0.35,1
1,38,2,0,1,1,1,2,33718,3659,479,1,4146,29612,0,12620,201,0,7.13,1,1,4,16,0.29,1
1,32,1,1,1,0,0,2,96436,584,753,1,41352,17703,0,28376,122,1,5.03,0,1,0,6,0.42,1
1,39,2,1,0,0,1,2,134158,4365,709,2,38942,27391,0,32326,86,1,12.77,1,0,6,28,0.84,1
0,31,0,1,1,2,1,1,134223,4980,711,1,21929,18022,0,25874,64,1,14.95,0,0,3,21,0.45,1
1,31,1,1,0,0,0,1,50247,2592,757,2,27547,3335,0,20000,87,1,12.53,1,0,8,24,0.12,1
1,38,2,0,1,0,1,1,140341,3627,754,1,36601,9190,1,29699,71,2,3.74,1,1,8,9,0.01,1
0,49,1,2,0,2,3,2,49478,3052,562,2,7759,22450,0,12034,92,1,10.97,1,0,5,18,0.54,0
0,54,0,3,0,0,3,1,54537,2914,442,2,26822,24262,0,7424,111,0,14.54,0,1,0,23,0.41,0
0,32,2,0,0,0,2,0,29537,927,577,2,6232,28154,0,5450,105,0,7.51,1,0,9,14,0.27,0
1,21,1,2,0,1,2,1,28019,3155,557,0,32812,11413,1,7244,198,2,7.71,1,0,2,25,0.1,0
1,41,1,1,1,1,3,1,96835,1838,719,0,42358,11423,0,27746,82,0,14.99,0,1,7,5,0.15,1
1,30,1,3,2,1,0,1,94872,1114,726,0,43532,1432,0,27368,41,0,9.26,1,1,0,12,0.06,1
1,62,1,3,2,0,3,2,46884,4420,330,1,31094,15378,0,5665,64,3,5.12,1,1,7,27,0.16,0
0,42,0,2,1,1,3,1,141233,1662,708,0,36401,22801,0,23621,226,3,4.11,0,0,3,24,0.15,1
0,34,2,0,0,2,2,1,49524,2688,543,0,35005,8913,0,5150,189,1,4.97,0,0,5,19,0.12,1
1,59,1,2,0,1,1,1,25220,2803,354,1,22643,20934,1,6730,65,3,6.74,1,0,8,24,0.75,0
1,69,1,1,2,0,0,2,61875,1529,413,1,28007,924,1,17303,99,1,6.94,0,1,7,27,0.87,0
0,38,1,0,1,1,2,0,92802,4154,719,2,10596,23342,0,23640,148,0,6.59,0,0,9,7,0.38,1
1,69,1,2,1,0,0,0,52296,2451,518,1,31629,26182,0,6737,196,2,13.2,0,0,7,22,0.82,0
1,25,2,2,0,0,3,2,67814,4637,718,2,20820,146,0,20023,127,1,9.95,0,0,6,13,0.8,1
0,25,1,2,1,0,0,2,79399,3398,828,1,33086,15912,0,23240,58,1,14.57,0,1,7,10,0.18,1
1,41,1,3,1,0,3,1,143988,1719,775,0,39066,5350,1,31626,213,1,8.94,0,0,3,20,0.62,1
1,49,1,2,1,2,1,1,39954,4546,482,0,21898,27707,0,11796,137,2,5.21,0,0,8,28,0.56,0
0,57,1,3,2,1,2,2,34369,3778,509,0,36981,2173,0,10317,121,1,6.74,1,0,4,23,0.12,1
1,41,2,1,0,0,3,1,77221,2987,730,2,32563,28313,1,23097,200,1,11.8,1,1,5,9,0.1,1
1,45,2,0,1,1,0,1,94122,4271,739,0,19988,19650,0,22738,107,1,10.07,1,1,2,20,0.56,1
1,34,1,2,1,1,0,1,100994,4499,829,1,12141,5667,1,26426,17,0,6.71,0,1,6,22,0.4,1
0,48,1,1,1,1,0,1,62271,2524,495,0,32226,16493,1,20972,77,0,7.69,1,1,7,29,0.69,0
1,30,2,3,0,2,0,1,100289,2519,829,1,35688,4186,0,28031,234,3,5.66,1,1,9,27,0.1,1
1,31,0,0,0,1,3,1,59378,3703,768,2,2170,14016,0,20000,90,1,14.51,0,0,8,29,0.16,1
1,45,1,1,1,1,0,1,65927,3376,714,0,17492,1856,0,20000,102,1,6.3,1,0,8,7,0.83,1
1,40,1,1,1,0,2,1,113839,2167,744,2,22852,18964,1,21045,137,1,5.04,0,1,5,19,0.06,0
1,49,2,3,2,1,0,1,104141,1055,845,0,25247,28064,0,24012,35,3,5.92,0,0,2,13,1.0,1
1,41,1,0,1,0,0,1,115262,2733,711,1,49270,7958,0,29027,231,3,9.77,1,1,3,8,0.07,1
1,47,1,0,0,1,0,1,23549,1200,455,2,17710,21474,0,7361,66,2,3.53,1,1,6,23,0.01,0
0,56,2,0,2,2,3,0,37744,1541,453,0,7063,19493,1,5110,235,1,7.46,1,1,7,25,0.83,0
1,30,1,2,0,0,2,1,98647,3617,722,2,19099,4931,1,23035,202,1,12.91,0,0,4,27,0.53,1
1,28,1,2,0,1,0,2,31797,3034,387,1,42808,21622,1,5671,122,2,7.45,0,1,9,27,0.1,0
0,30,1,2,0,0,1,2,141291,928,710,1,39480,7912,0,33526,160,3,9.05,0,0,6,19,0.2,1
0,42,1,1,0,2,3,1,52740,2965,811,1,14019,22129,0,20000,116,1,8.59,0,0,4,20,0.74,1
1,33,0,0,0,0,2,2,128849,1027,749,0,4491,16879,0,26559,136,1,6.17,1,1,5,19,0.57,1
0,28,1,3,1,1,3,1,96592,2747,788,1,47711,26114,0,27014,46,0,11.41,0,1,7,21,0.85,1
1,49,1,1,0,1,1,2,62978,1290,463,2,30412,10361,0,12118,64,1,10.14,1,1,1,12,0.65,0
1,33,1,0,1,2,3,1,55287,4428,752,1,19083,17095,0,20000,33,1,11.08,1,0,8,17,0.19,1
0,27,2,1,0,1,3,2,59235,4992,807,0,48987,18469,1,20000,159,2,9.04,0,0,9,14,0.96,1
0,44,1,2,0,2,2,1,27857,3115,398,0,22438,27563,0,7123,148,0,12.56,0,0,9,26,0.33,0
1,27,2,3,0,1,0,2,112596,1383,835,0,43512,638,0,30464,152,1,12.51,0,0,5,28,0.74,1
0,63,1,3,0,2,0,2,52512,3093,478,1,31305,26394,0,9344,236,1,5.47,1,1,5,17,0.97,0
0,44,2,1,0,1,1,0,28819,1783,414,1,18727,19430,0,8029,20,2,7.12,1,0,8,21,0.84,0
0,45,1,1,1,0,2,0,129755,2787,829,0,8323,1986,0,34532,188,0,14.54,0,1,5,25,0.34,1
0,53,1,1,1,0,2,1,36231,4922,438,0,11047,23816,0,9772,89,1,7.67,0,1,3,9,0.62,0
0,37,0,3,1,2,2,1,82462,3224,839,0,25078,9324,0,21682,52,1,14.53,1,0,1,7,0.43,1
0,40,1,2,0,2,0,1,74856,1743,806,1,29961,2144,1,21567,122,1,10.39,0,1,2,9,0.92,1
0,32,2,3,1,1,0,2,85768,2803,721,2,2049,24204,0,24580,96,1,5.09,1,1,1,14,0.36,1
1,38,1,1,0,2,1,1,53634,2079,814,0,10617,2119,1,20000,145,2,4.78,1,0,1,5,0.63,1
1,43,2,2,1,0,2,1,61581,2469,415,0,27305,28538,0,16088,179,1,10.44,1,0,6,9,0.37,0
1,29,1,2,1,1,0,1,64613,4870,719,1,16269,26740,0,20000,206,0,9.45,0,1,6,26,0.18,0
0,49,2,2,0,0,0,2,115274,4543,774,0,19984,24593,0,29879,232,3,3.53,1,0,5,26,0.85,0
1,46,2,1,2,2,0,1,21027,3932,494,2,40675,29808,0,5175,59,1,6.22,0,0,0,22,0.55,1
1,27,2,3,2,0,2,1,93844,4923,832,1,34887,9927,0,24881,192,3,3.56,0,0,1,9,0.97,0
1,48,2,2,2,2,0,1,130199,3431,828,1,42222,3669,0,22109,112,3,11.84,0,1,5,23,0.89,1
0,39,1,0,0,0,0,2,65279,2321,780,0,6,3173,0,20000,194,3,13.06,1,1,7,16,0.02,1
0,54,2,0,1,0,0,1,67304,2050,367,1,1559,8553,1,16958,199,0,13.14,0,0,0,26,0.72,0
0,38,1,3,0,0,1,2,119695,1192,726,0,8716,28145,0,32193,31,1,5.58,1,1,4,26,0.25,1
0,32,1,0,2,2,0,2,80635,1022,841,2,22423,16884,0,22260,107,0,14.08,1,0,7,28,0.37,1
0,35,1,0,1,1,1,2,75150,2645,800,1,3359,28392,0,22388,115,2,13.48,1,0,7,9,0.81,1
1,42,1,1,0,1,1,1,50366,2793,335,1,48470,9315,0,7987,126,1,5.54,1,1,0,7,0.5,0
0,45,2,0,1,0,2,2,76510,1947,747,2,15431,19323,0,22654,236,2,8.04,1,1,4,8,0.29,1
1,43,1,1,0,0,2,0,74480,3497,743,0,42437,25460,1,22286,191,0,11.13,1,0,2,11,0.83,1
0,26,1,1,0,1,2,1,100210,3640,736,2,33072,13356,1,28048,103,2,8.19,0,1,3,18,0.64,0
0,20,0,0,1,2,0,1,68047,1644,535,0,45707,23328,0,25135,95,2,5.49,0,1,2,28,0.07,0
1,66,1,2,1,1,0,1,53032,1329,543,2,45738,13856,0,20859,76,1,12.51,0,0,3,12,1.0,1
0,46,1,0,2,2,0,1,62742,2003,806,1,12576,5528,0,20000,141,1,4.78,1,1,6,27,0.25,1
1,31,1,1,1,1,0,1,142683,1825,709,2,27655,825,0,38865,136,2,7.75,0,0,5,7,0.65,0
1,35,1,3,0,1,0,1,130912,3397,716,0,11611,11491,0,27863,186,3,11.65,0,0,1,28,0.7,1
1,47,2,3,1,1,1,2,101967,3810,797,2,1432,12142,0,28621,149,3,5.13,0,0,9,16,0.32,1
1,40,2,1,0,2,2,0,123602,3735,753,1,43680,29359,0,30814,28,3,9.59,1,0,1,19,0.52,1
1,42,1,1,0,0,3,1,103772,3965,811,0,35826,11895,1,30221,33,2,10.11,0,1,1,28,0.45,1
1,43,1,1,0,0,0,1,78069,4994,822,1,24966,10423,0,20298,43,0,7.7,0,1,5,7,0.83,1
0,37,2,1,1,2,3,0,54525,2097,514,0,26649,20201,0,6483,227,2,10.36,0,0,5,14,0.6,0
0,47,1,3,0,1,3,0,92456,4699,811,2,27806,25725,0,21014,57,1,14.65,1,1,0,24,0.7,1
1,27,2,1,1,2,1,1,60804,2972,310,2,18464,25373,0,18339,57,3,11.62,0,1,0,25,0.38,0
0,36,1,3,2,0,1,2,78286,2509,754,2,12747,5516,0,21657,193,1,5.24,1,1,0,23,0.67,1
0,63,0,1,2,0,2,2,47990,4088,302,1,30582,4947,1,14041,238,3,8.99,1,1,7,14,0.95,0
1,46,2,3,1,1,2,2,95021,2081,831,0,46151,12768,1,23667,165,2,6.35,0,0,1,29,0.78,1
1,47,0,1,0,0,2,1,98402,4822,789,2,39194,3557,0,26582,159,0,13.85,0,1,0,25,0.67,1
1,25,2,2,1,0,2,1,55583,1613,330,0,4020,14500,0,7154,102,2,9.71,1,0,3,6,0.73,1
1,31,2,1,1,0,2,1,88322,2209,847,0,35764,17325,0,25009,224,1,6.1,0,0,5,8,0.54,1
1,37,1,1,1,1,0,2,50305,1674,761,2,24832,21535,0,20000,75,0,13.81,0,1,7,7,0.85,1
1,37,1,0,0,0,2,2,117320,3161,770,2,20683,20666,0,33448,150,1,14.54,0,1,6,13,0.12,1
1,24,1,2,1,0,3,1,38507,2299,485,2,41564,10293,1,13035,79,2,6.1,1,1,2,5,0.79,0
1,37,1,0,1,0,1,2,111363,3059,833,1,7358,29787,1,20788,74,0,9.67,0,1,9,25,0.4,1
1,26,1,1,2,1,0,2,49660,1860,519,2,44158,27077,1,8056,219,1,3.51,0,1,7,21,0.3,0
1,30,1,3,0,0,0,2,107806,4570,704,1,27336,23449,0,24759,234,1,8.81,1,1,5,8,0.81,1
0,25,0,0,0,0,3,1,124459,4484,798,2,30603,17961,0,35493,79,0,8.64,0,0,8,25,0.33,1
1,43,1,1,1,0,1,1,119607,1657,771,1,33749,13616,0,21049,113,1,5.78,1,1,4,10,0.69,1
0,45,1,2,2,0,0,2,97307,1845,812,0,17081,23610,0,23030,49,1,4.29,1,0,1,7,0.08,1
1,49,1,0,0,1,1,2,132810,3675,846,2,4095,14969,1,26413,31,0,9.43,1,1,8,15,0.92,1
0,41,2,0,0,1,0,1,92870,4981,784,2,26107,414,0,22280,130,1,10.88,0,1,3,9,0.96,0
0,26,2,1,1,2,2,2,65540,3576,825,2,13901,15783,0,20000,228,1,11.01,1,0,1,22,0.88,0
0,43,1,2,1,0,0,1,58605,1574,790,2,15513,5746,0,20000,83,2,10.64,1,1,9,23,0.45,1
1,35,1,1,0,0,3,1,81759,1049,761,2,51,27826,0,21426,74,3,12.11,0,1,4,15,0.92,1
1,53,1,0,0,2,3,2,32553,1181,412,1,4910,25584,0,11948,155,3,13.21,1,1,0,16,0.72,0
1,40,1,2,1,2,3,1,39269,4930,371,1,12901,25303,0,8608,169,3,7.11,0,1,4,11,0.35,0
0,40,2,2,2,0,1,1,30596,2434,520,2,3607,9384,1,7187,26,1,12.34,1,0,1,16,0.5,0
1,26,2,2,2,1,3,1,109717,2484,754,0,7638,17517,0,29894,122,1,7.46,0,0,0,16,0.49,1
1,52,0,2,0,2,0,1,58246,1283,547,0,27204,2324,0,5541,86,2,9.9,1,0,2,17,0.81,0
0,41,1,1,0,1,0,2,63648,2832,820,1,9382,4821,0,20000,183,0,12.31,0,0,2,26,0.1,1
0,37,2,2,2,2,0,2,54337,2075,722,2,12239,9522,0,20000,60,1,10.98,1,1,6,13,0.86,1
1,49,2,1,0,1,2,1,46364,2216,487,2,34886,2672,0,10272,145,3,7.5,0,0,1,11,0.52,0
1,34,1,1,0,0,1,2,33561,3878,595,1,49324,28362,0,5247,68,0,11.3,1,0,1,20,0.44,0
0,30,0,2,1,0,0,1,77674,3565,828,1,27320,10029,1,21175,149,0,4.79,0,0,2,21,0.85,0
1,44,2,2,0,0,3,2,127628,638,744,0,15146,11915,0,28870,84,1,9.1,1,1,4,22,0.1,1
1,35,1,0,0,2,0,1,96759,4748,761,2,36232,13001,0,24779,97,1,14.11,1,0,3,19,0.77,0
0,34,2,0,0,1,2,0,81181,2362,791,1,32514,24729,1,22782,138,2,12.11,0,1,7,29,0.26,1
0,65,1,1,0,0,0,1,48080,1158,482,0,19695,12733,0,19108,27,3,13.33,0,0,4,14,0.17,1
1,35,1,1,0,0,0,2,106227,3700,827,0,36596,12872,0,26803,238,3,3.82,0,0,9,12,0.77,1
1,53,1,0,1,0,1,1,62698,1856,433,0,17640,7904,0,13279,205,3,6.7,0,0,0,23,0.09,0
0,49,2,0,2,2,3,2,99070,2553,800,1,46844,23514,0,23452,46,1,7.9,1,0,3,22,0.69,1
0,68,1,2,2,2,3,2,59287,2942,486,1,46793,14349,0,21923,176,0,7.49,0,1,7,24,0.75,0
1,20,1,2,1,1,0,2,65805,2421,499,1,41694,21293,0,14565,198,2,3.67,1,0,0,8,0.09,0
1,48,0,1,1,2,3,1,64813,4992,816,0,49846,17900,0,20000,184,1,10.59,0,0,3,18,0.65,1
0,39,1,2,2,0,3,1,93518,1801,740,2,40688,10727,0,22160,152,1,12.11,0,0,6,7,0.33,1
1,32,1,2,0,1,2,1,62560,3552,598,2,32201,10469,0,21673,28,1,11.34,0,1,0,5,0.98,0
0,38,1,0,2,1,3,2,101128,4283,727,1,14453,22950,0,30053,52,3,8.4,0,0,3,7,0.05,1
0,34,2,2,0,0,2,1,101951,1059,783,0,3062,14521,0,26975,101,3,9.04,0,0,8,29,0.66,1
0,29,1,0,0,0,0,2,135227,1004,787,1,16969,16177,0,33156,233,2,11.81,1,1,0,6,0.9,0
0,55,2,0,1,2,3,2,48206,2579,594,1,9325,3456,0,9159,55,1,4.71,0,1,6,24,0.98,0
0,45,1,0,0,0,1,1,130877,3261,717,0,9659,15931,0,37146,94,1,9.16,0,1,8,19,0.28,1
0,61,1,3,1,1,2,1,27739,1425,320,0,24203,21552,0,9290,161,1,10.23,0,0,7,16,0.89,0
0,25,1,1,0,0,3,1,146163,550,809,1,20707,470,0,38565,108,3,7.21,0,0,7,12,0.84,1
1,61,2,1,2,0,1,1,46758,2031,318,1,11458,3939,0,5866,183,1,4.34,0,1,6,5,0.68,0
0,49,2,1,2,1,2,1,55020,3130,725,0,37940,19364,0,20000,35,2,5.75,1,1,7,11,0.24,1
1,35,1,0,0,0,0,1,95093,3025,768,1,8325,14504,0,24952,23,1,13.87,0,0,1,9,0.57,1
1,34,2,3,0,0,0,0,110609,2027,836,1,36130,21575,0,20674,144,0,10.21,0,0,1,21,0.3,1
0,51,1,1,1,0,1,0,21243,4088,575,0,31306,18046,0,5286,162,0,5.72,1,0,2,20,0.71,0
0,39,1,3,2,0,3,1,99309,1367,715,0,45871,18354,0,22261,91,2,4.51,0,1,3,26,0.29,1
1,36,2,2,0,2,1,1,62366,2537,424,0,4229,5246,0,8392,162,3,6.05,1,1,5,17,0.82,0
0,46,1,3,1,1,0,2,74977,3336,790,1,41572,25832,0,20997,138,1,3.87,1,0,8,21,0.11,1
0,43,1,1,1,1,1,1,106642,2833,821,0,27785,10038,1,24341,182,1,9.15,0,1,9,22,0.52,0
1,61,1,2,2,2,0,2,43201,616,453,0,18609,10381,1,17174,164,2,7.35,0,0,8,12,0.2,1
0,46,1,2,1,0,3,1,51181,3092,816,2,6001,19339,0,20000,120,3,8.47,0,0,6,14,0.66,1
0,47,2,0,1,0,1,1,72485,4966,721,1,4854,13888,1,21500,128,2,12.0,1,0,6,16,0.57,1
0,43,2,3,0,0,1,2,69063,2753,742,2,30698,27993,0,20397,76,2,10.69,0,0,2,14,0.86,1
0,28,1,3,0,0,2,2,77424,4654,750,0,16327,19010,0,22333,134,0,11.14,0,1,8,20,0.54,1
0,36,2,2,0,2,3,2,72939,1671,788,1,46790,28303,0,21250,115,2,10.3,0,0,6,19,0.34,0
1,46,1,3,0,1,2,1,57641,4215,708,1,3130,15243,1,20000,146,0,9.51,0,0,6,20,0.0,1
0,25,1,1,1,0,3,2,127130,1678,770,1,42872,15394,1,33298,110,2,12.77,0,0,3,13,0.14,1
1,18,2,0,1,0,0,2,38599,2212,485,1,9283,10187,1,14712,173,1,14.86,1,1,5,24,0.73,0
0,54,1,2,1,1,2,1,48093,4171,458,1,30469,7991,0,5439,135,0,14.61,1,1,6,15,0.87,0
1,48,2,2,2,0,1,1,86744,806,849,0,14437,24003,1,22714,210,0,4.38,0,0,4,23,0.99,1
0,37,2,3,1,0,1,2,128189,3784,750,1,14015,23224,0,30085,76,1,7.72,1,0,4,13,0.21,1
0,41,2,2,0,1,0,1,115186,1977,802,0,8754,21794,0,27727,230,1,11.65,0,1,8,24,0.56,0
0,66,2,1,2,1,3,1,51688,2737,327,1,3251,16158,0,17319,149,0,11.14,0,0,1,17,0.7,0
0,25,0,2,1,1,0,0,99603,3529,723,1,27496,14715,0,20395,150,1,9.17,0,0,9,22,0.57,0
1,41,2,0,1,0,2,1,90452,513,829,0,49812,16229,0,25859,26,2,14.4,1,1,4,21,0.15,1
1,42,2,0,0,1,1,2,61678,3743,422,2,19465,25320,1,7890,157,0,13.83,1,1,9,11,0.49,0
0,26,2,1,2,0,1,2,102356,3257,801,2,34438,15349,0,30084,106,0,8.05,0,0,1,9,0.62,1
1,60,2,3,0,1,0,2,42511,762,523,0,9659,29206,0,10732,51,3,11.02,1,0,9,14,0.37,0
1,42,0,2,2,0,1,1,89201,1367,776,1,10019,21439,1,21050,193,1,10.32,0,1,6,9,0.27,1
